status,section,docId,in_en,in_vi,in_ja,en_title,vi_title,ja_title
MATCHED,managed-fpt-kubernetes-engine,"snapshot-persistent-volume-tren-k8s",Y,Y,Y,"Snapshot Persistent Volume on Kubernetes","Tính năng snapshot Persistent Volume trên kubernetes","Kubernetes 上の Persistent Volume のスナップショット機能"
MATCHED,managed-fpt-kubernetes-engine,"snapshot-va-restore-pvc-tren-k8s-fpt",Y,Y,Y,"Snapshot and Restore PVC on Kubernetes","Snapshot và restore PVC trên K8s FPT","K8s FPT 上での PVC のスナップショットとリストア"
MATCHED,managed-fpt-kubernetes-engine,"snapshot-và-restore-pvc-trên-k8s-fpt",Y,Y,Y,"Snapshot Và Restore Pvc TrêN K8s Fpt","Snapshot và restore persistent volume trong Kubernetes","K8s FPT 上での PVC のスナップショットとリストア"
MATCHED,managed-fpt-kubernetes-engine,"tai-sao-nen-su-dung-gpu-tren-cloud",Y,Y,Y,"Why use GPU on Cloud?","Tại sao nên sử dụng GPU trên Cloud?","クラウドで GPU を使用する理由"
MATCHED,managed-fpt-kubernetes-engine,"tai-sao-nen-su-dung-gpu-tren-kubernetes",Y,Y,Y,"Why use GPU on Kubernetes?","Tại sao nên sử dụng GPU Kubernetes?","Kubernetes で GPU を使用する理由"
MATCHED,managed-fpt-kubernetes-engine,"thay-doi-cau-hinh-flavor-cua-worker-pool",Y,Y,Y,"Change Worker Pool Flavor Configuration","Thay đổi cấu hình flavor của worker pool","ワーカープールのフレーバー設定変更"
MATCHED,managed-fpt-kubernetes-engine,"thay-doi-cau-hinh-internal-subnet-load-balancer",Y,Y,Y,"Change Internal Subnet Load Balancer Configuration","Thay đổi cấu hình Internal subnet Load Balancer (CIDR)","Internal subnet Load Balancer（CIDR）設定の変更"
PARTIAL,managed-fpt-kubernetes-engine,"thay-doi-cau-hinh-k8s-cluster",N,Y,Y,"","Thay đổi cấu hình K8s cluster","K8s Cluster の設定変更"
MATCHED,managed-fpt-kubernetes-engine,"thay-doi-cluster-endponit-access",Y,Y,Y,"Change Cluster Endpoint Access","Thay đổi Cluster Endpoint Access","クラスターエンドポイントアクセスの変更"
MATCHED,managed-fpt-kubernetes-engine,"them-worker-group",Y,Y,Y,"Add a worker group","Thêm Worker Group","worker group の追加"
MATCHED,managed-fpt-kubernetes-engine,"thuc-hien-dat-lich-snapshot-pvc",Y,Y,Y,"Schedule PVC Snapshots","Thực hiện đặt lịch Snapshot PVC trên Kubernetes","Kubernetes 上での PVC スナップショットのスケジュール設定"
MATCHED,managed-fpt-kubernetes-engine,"thuc-hien-dat-lich-xoa-pvc-snapshot",Y,Y,Y,"Schedule PVC Snapshot Deletion","Thực hiện đặt lịch xóa Snapshot PVC trên Kubernetes","Kubernetes 上での PVC スナップショット削除スケジュールの設定"
MATCHED,managed-fpt-kubernetes-engine,"tinh-nang-benchmark-cluster",Y,Y,Y,"Cluster Benchmark feature","Tính năng Benchmark Managed Kubernetes Cluster","Managed Kubernetes Cluster のベンチマーク機能"
MATCHED,managed-fpt-kubernetes-engine,"tinh-nang-dat-lich-hibernate-wake-up",Y,Y,Y,"Schedule Hibernate & Wake-up feature","Tính năng Đặt lịch Hibernate & Wake-up","Hibernate & Wake-up スケジュール機能"
MATCHED,managed-fpt-kubernetes-engine,"tinh-nang-hibernate-wakeup",Y,Y,Y,"Hibernate & Wake-up feature","Tính năng Hibernate & Wake-up","Hibernate & Wake-up 機能"
MATCHED,managed-fpt-kubernetes-engine,"tinh-nang-rotate-kubeconfig",Y,Y,Y,"Rotate Kubeconfig feature","Tính năng Rotate Kubeconfig","kubeconfig のローテーション機能"
MATCHED,managed-fpt-kubernetes-engine,"tinh-nang-runtime-security-cluster",Y,Y,Y,"Runtime Security feature","Tính năng Runtime Security cho Managed Kubernetes Cluster","Managed Kubernetes Cluster の Runtime Security 機能"
MATCHED,managed-fpt-kubernetes-engine,"tinh-nang-tang-cuong-bao-mat-mfke",Y,Y,Y,"Security enhancement features for M-FKE","Tính năng tăng cường bảo mật cho M-FKE","M-FKE のセキュリティ強化機能"
MATCHED,managed-fpt-kubernetes-engine,"tinh-nang-workload-scan",Y,Y,Y,"Workload Scan feature","Tính năng Workload Managed Kubernetes Cluster","Managed Kubernetes Cluster のワークロードスキャン機能"
MATCHED,managed-fpt-kubernetes-engine,"trien-khai-ung-dung-tren-worker-pool",Y,Y,Y,"Deploy applications on a worker pool","Triển khai ứng dụng trên worker pool","ワーカープールへのアプリケーションのデプロイ"
MATCHED,managed-fpt-kubernetes-engine,"truy-cap-thong-tin-chi-tiet-cua-cluster",Y,Y,Y,"Access cluster detail information","Truy cập thông tin chi tiết của Cluster","クラスターの詳細情報へのアクセス"
MATCHED,managed-fpt-kubernetes-engine,"tu-dong-nang-cap-version",Y,Y,Y,"Auto Upgrade Version feature","Tính năng tự động nâng cấp phiên bản","バージョン自動アップグレード機能"
MATCHED,managed-fpt-kubernetes-engine,"upgrade-k8s-version",Y,Y,Y,"Upgrade Kubernetes version","Nâng cấp phiên bản Kubernetes","Kubernetes バージョンのアップグレード"
PARTIAL,managed-fpt-kubernetes-engine,"what-is-gpu",Y,Y,N,"What is GPU","GPU là gì?",""
MATCHED,managed-fpt-kubernetes-engine,"why-you-should-use-gpu-in-cloud",Y,Y,Y,"Why use GPU on cloud","Tại sao nên sử dụng GPU trên Cloud?","クラウドで GPU を使用する理由"
MATCHED,managed-fpt-kubernetes-engine,"why-you-should-use-gpu-in-k8s",Y,Y,Y,"Why use GPU on Kubernetes","Tại sao nên sử dụng GPU trên Kubernetes?","Kubernetes で GPU を使用する理由"
MATCHED,managed-fpt-kubernetes-engine,"xoa-kubernetes-cluster",Y,Y,Y,"Delete a Kubernetes cluster","Xoa Kubernetes Cluster","Kubernetes cluster の削除"
MATCHED,managed-gpu-cluster-kubernetes-ja,"K8S クラスターの構成を変更",Y,Y,Y,"Change K8S cluster configuration","Thay đổi cấu hình K8S Cluster","Managed GPU Cluster (Kubernetes)"
MATCHED,managed-gpu-cluster-kubernetes-ja,"Managed GPU クラスターを削除",Y,Y,Y,"Delete a Managed GPU Cluster","Xóa Managed GPU Cluster","Managed Gpu クラスターを削除"
PARTIAL,managed-gpu-cluster-kubernetes-ja,"Managed-GPU ク-ラ-ス-タ-ー-の-管-理",Y,Y,N,"Managing the Managed GPU Cluster","Quản lý Managed GPU Cluster",""
MATCHED,managed-gpu-cluster-kubernetes-ja,"Ollama と Open WebUI を使用した DeepSeek-R1 モデルのデプロイ",Y,Y,Y,"Deploy the DeepSeek-R1 model using Ollama and Open WebUI","Triển khai mô hình DeepSeek-R1 bằng Ollama và Open WebUI","Ollama と Open Webui を使用した Deepseek R1 モデルのデプロイ"
MATCHED,managed-gpu-cluster-kubernetes-ja,"managed-gpu-cluster-kubernetes-ja",Y,Y,Y,"Managed GPU Cluster (Kubernetes)","Managed GPU Cluster (Kubernetes)","Managed GPU Cluster (Kubernetes)"
MATCHED,managed-gpu-cluster-kubernetes-ja,"クラスターのアクセス情報を取得",Y,Y,Y,"Get cluster access information","Lấy thông tin truy cập cluster","クラスターのアクセス情報を取得"
MATCHED,managed-gpu-cluster-kubernetes-ja,"サービス種別：ロードバランサー",Y,Y,Y,"Service type: Load Balancer","Loại dịch vụ: Load Balancer","サービス種別：ロードバランサー"
MATCHED,managed-gpu-cluster-kubernetes-ja,"マニュアルスケール機能",Y,Y,Y,"Manual scale feature","Tính năng Manual Scale","マニュアルスケール機能"
PARTIAL,managed-gpu-cluster-kubernetes-ja,"ワーカーグループのベース切り替え機能",Y,Y,N,"Worker group base switching feature","Tính năng chuyển đổi base của Worker Group",""
MATCHED,managed-gpu-cluster-kubernetes-ja,"ワーカーグループのラベル-汚染を編集",Y,Y,Y,"Edit worker group labels and taints","Chỉnh sửa Label và Taint của Worker Group","ワーカーグループのラベル 汚染を編集"
MATCHED,managed-gpu-cluster-kubernetes-ja,"ワーカーグループを追加",Y,Y,Y,"Add a worker group","Thêm Worker Group","ワーカーグループを追加"
MATCHED,managed-gpu-cluster-kubernetes-ja,"作成済みの Managed GPU クラスターの一覧を表示",Y,Y,Y,"View the list of created Managed GPU Clusters","Xem danh sách Managed GPU Cluster đã tạo","作成済みの Managed Gpu クラスターの一覧を表示"
MATCHED,managed-gpu-cluster-kubernetes-ja,"初期設定",Y,Y,Y,"Initial setup","Thiết lập ban đầu","初期設定"
MATCHED,managed-gpu-cluster-kubernetes-ja,"新-し-い- Managed-GPU -ク-ラ-ス-タ-ー-を-起-動",Y,Y,Y,"Launch a new Managed GPU Cluster","Khởi động Managed GPU Cluster mới","新 し い  Managed Gpu  ク ラ ス タ ー を 起 動"
MATCHED,metal-cloud-ja,"FAQ",Y,Y,Y,"General","Tổng quan","一般"
MATCHED,metal-cloud-ja,"Metal Cloud OS and Images",Y,Y,Y,"Custom image","Custom image","カスタムイメージ"
MATCHED,metal-cloud-ja,"Metal Cloud RAID",Y,Y,Y,"RAID definition","Định nghĩa RAID","RAID 定義"
PARTIAL,metal-cloud-ja,"metal-cloud-ja",Y,Y,N,"Metal Cloud","Metal Cloud",""
MATCHED,metal-cloud-ja,"アクセスサーバー",Y,Y,Y,"Console KVM","Console KVM","コンソール KVM"
MATCHED,metal-cloud-ja,"クイックスタート",Y,Y,Y,"Quick start","Bắt đầu nhanh","クイックスタート"
MATCHED,metal-cloud-ja,"サブネット",Y,Y,Y,"Create a subnet","Tạo subnet","サブネットの作成。"
MATCHED,metal-cloud-ja,"サーバーの作成",Y,Y,Y,"Create a server","Tạo server","サーバーの作成"
MATCHED,metal-cloud-ja,"サーバーアクション",Y,Y,Y,"Power a server on and off","Bật và tắt server","サーバーの電源オンとオフ"
MATCHED,metal-cloud-ja,"ネットワーク ACL",Y,Y,Y,"Network ACL overview","Tổng quan Network ACL","ネットワーク ACL の概要"
MATCHED,metal-cloud-ja,"ユーザーデータ",Y,Y,Y,"User data","User data","ユーザーデータ"
MATCHED,metal-cloud-ja,"概要",Y,Y,Y,"What is Metal Cloud","Metal Cloud là gì","**Metal Cloud とは**"
MATCHED,metal-cloud-ja,"監視サーバー",Y,Y,Y,"Monitor servers","Giám sát server","監視サーバー"
MATCHED,model-fine-tuning,"about-jaist",Y,Y,Y,"About Jaist","About Jaist","JAIST について"
MATCHED,model-fine-tuning,"business-impact",Y,Y,Y,"Business Impact","Business Impact","ビジネスへの影響"
PARTIAL,model-fine-tuning,"cancel-pipeline",Y,Y,N,"Cancel Pipeline","Cancel Pipeline",""
MATCHED,model-fine-tuning,"challenges",Y,Y,Y,"Challenges","Challenges","課題"
MATCHED,model-fine-tuning,"concept",Y,Y,Y,"Concept","Concept","モデルの微調整"
MATCHED,model-fine-tuning,"create-pipeline",Y,Y,Y,"Create Pipeline","Create Pipeline","Create Pipeline"
MATCHED,model-fine-tuning,"delete-pipeline",Y,Y,Y,"Delete Pipeline","Delete Pipeline","pipeline の削除"
PARTIAL,model-fine-tuning,"edit-pipeline",Y,Y,N,"Edit Pipeline","Edit Pipeline",""
MATCHED,model-fine-tuning,"execution-details",Y,Y,Y,"Execution Details","Execution Details","実行詳細"
PARTIAL,model-fine-tuning,"execution-history",Y,Y,N,"Execution History","Execution History",""
MATCHED,model-fine-tuning,"faq",Y,Y,Y,"Faq","Faq","Faq"
MATCHED,model-fine-tuning,"faqs",Y,Y,Y,"Faqs","Faqs","よくある質問"
MATCHED,model-fine-tuning,"fine-tune-the-gemma-3-27B-instruct-model-for-financial-tasks",Y,Y,Y,"Fine Tune The Gemma 3 27B Instruct Model For Financial Tasks","Fine Tune The Gemma 3 27B Instruct Model For Financial Tasks","Fine Tune The Gemma 3 27B Instruct Model For Financial Tasks"
MATCHED,model-fine-tuning,"finish",Y,Y,Y,"Finish","Finish","完了"
MATCHED,model-fine-tuning,"fpt-ai-factory-solution",Y,Y,Y,"Fpt Ai Factory Solution","Fpt Ai Factory Solution","Fpt Ai Factory Solution"
MATCHED,model-fine-tuning,"how-to-create-pipeline",Y,Y,Y,"How To Create Pipeline","How To Create Pipeline","pipeline の作成方法"
PARTIAL,model-fine-tuning,"how-to-manage-pipeline",Y,Y,N,"How To Manage Pipeline","How To Manage Pipeline",""
MATCHED,model-fine-tuning,"how-to-monitor-and-evaluate",Y,Y,Y,"How To Monitor And Evaluate","How To Monitor And Evaluate","How To Monitor And Evaluate"
MATCHED,model-fine-tuning,"initial-setup",Y,Y,Y,"Initial Setup","Initial Setup","初期設定"
MATCHED,model-fine-tuning,"jaist-accelerates-japanese-llm-development-with-fpt-ai-factory",Y,Y,Y,"Model Fine-Tuning","Model Fine-Tuning","Model Fine-Tuning"
MATCHED,model-fine-tuning,"key-features",Y,Y,Y,"Key Features","Key Features","Key Features"
MATCHED,model-fine-tuning,"logs",Y,Y,Y,"Logs","Logs","Logs"
MATCHED,model-fine-tuning,"manage-pipeline",Y,Y,Y,"Manage Pipeline","Manage Pipeline","Manage Pipeline"
PARTIAL,model-fine-tuning,"model-fine-tuning",Y,Y,N,"Model Fine-Tuning","Model Fine-Tuning",""
MATCHED,model-fine-tuning,"model-metrics",Y,Y,Y,"Model Metrics","Model Metrics","モデルメトリクス"
MATCHED,model-fine-tuning,"overview",Y,Y,Y,"Model Fine-Tuning","Model Fine-Tuning","Model Fine-Tuning"
MATCHED,model-fine-tuning,"quick-start",Y,Y,Y,"Model Fine-Tuning","Model Fine-Tuning","Model Fine-Tuning"
MATCHED,model-fine-tuning,"select-base-model",Y,Y,Y,"Select Base Model","Select Base Model","Select Base Model"
MATCHED,model-fine-tuning,"select-data-format",Y,Y,Y,"Select Data Format","Select Data Format","Select Data Format"
MATCHED,model-fine-tuning,"select-dataset",Y,Y,Y,"Select Dataset","Select Dataset","Select Dataset"
MATCHED,model-fine-tuning,"select-dataset-format",Y,Y,Y,"Select Dataset Format","Select Dataset Format","データセット形式の選択"
MATCHED,model-fine-tuning,"select-trainer",Y,Y,Y,"Select Trainer","Select Trainer","Trainer の選択"
MATCHED,model-fine-tuning,"select-volume",Y,Y,Y,"Select Volume","Select Volume","Volume の選択"
MATCHED,model-fine-tuning,"set-hyperparameters",Y,Y,Y,"Set Hyperparameters","Set Hyperparameters","Set Hyperparameters"
MATCHED,model-fine-tuning,"set-up-hyperparameters",Y,Y,Y,"Set Up Hyperparameters","Set Up Hyperparameters","ハイパーパラメータの設定"
MATCHED,model-fine-tuning,"set-up-infrastructure",Y,Y,Y,"Set Up Infrastructure","Set Up Infrastructure","インフラのセットアップ"
MATCHED,model-fine-tuning,"sign-up-for-an-account",Y,Y,Y,"Sign Up For An Account","Sign Up For An Account","アカウントのサインアップ"
MATCHED,model-fine-tuning,"start-pipeline",Y,Y,Y,"Start Pipeline","Start Pipeline","Start Pipeline"
MATCHED,model-fine-tuning,"step-by-step",Y,Y,Y,"Step By Step","Step By Step","ステップバイステップ"
MATCHED,model-fine-tuning,"summary",Y,Y,Y,"Summary","Summary","まとめ"
MATCHED,model-fine-tuning,"system-metrics",Y,Y,Y,"System Metrics","System Metrics","システムメトリクス"
MATCHED,model-fine-tuning,"top-up-balance",Y,Y,Y,"Top Up Balance","Top Up Balance","Top Up Balance"
MATCHED,model-fine-tuning,"training-configuration",Y,Y,Y,"Training Configuration","Training Configuration","Training Configuration"
MATCHED,model-fine-tuning,"view-execution-details",Y,Y,Y,"View Execution Details","View Execution Details","View Execution Details"
MATCHED,model-fine-tuning,"view-execution-history",Y,Y,Y,"View Execution History","View Execution History","View Execution History"
MATCHED,model-fine-tuning,"what-is-model-fine-tuning",Y,Y,Y,"What Is Model Fine Tuning","What Is Model Fine Tuning","What Is Model Fine Tuning"
MATCHED,model-fine-tuning,"when-to-use-model-fine-tuning",Y,Y,Y,"When To Use Model Fine Tuning","When To Use Model Fine Tuning","When To Use Model Fine Tuning"
MATCHED,model-hub,"Edit-version",Y,Y,Y,"Edit a version","Edit a version","バージョンの編集"
MATCHED,model-hub,"add-share",Y,Y,Y,"Add share","Mục đích: Chia sẻ model cho User khác không cùng Tenant","共有の追加"
MATCHED,model-hub,"base-model",Y,Y,Y,"Base Model","Base Model","Base Model"
MATCHED,model-hub,"chi-tiet-model",Y,Y,Y,"Model Details","Mục đích: Xem chi tiết model","model の詳細"
MATCHED,model-hub,"chi-tiet-model-catalog",Y,Y,Y,"Model Catalog Details","Mục đích: Xem chi tiết model","Model Catalog の詳細"
MATCHED,model-hub,"clone-model",Y,Y,Y,"Clone Model","Mục đích: Nhân bản 1 model giống với model đã có.","model の複製"
MATCHED,model-hub,"create-a-model",Y,Y,Y,"Create a model","Create a model","model の作成"
MATCHED,model-hub,"create-organization",Y,Y,Y,"Create Organization","Create Organization","組織の作成"
MATCHED,model-hub,"create-version",Y,Y,Y,"Create a version","Create a version","バージョンの作成"
MATCHED,model-hub,"dang-nhap",Y,Y,Y,"Sign In","Đăng nhập","サインイン"
MATCHED,model-hub,"danh-sach-model",Y,Y,Y,"Model List","Danh Sach Model","model リスト"
ORPHAN,model-hub,"danh-sach-model-catalog",N,Y,N,"","Danh Sach Model Catalog",""
MATCHED,model-hub,"delete-a-model",Y,Y,Y,"Delete a model","Delete a model","model の削除"
MATCHED,model-hub,"delete-file",Y,Y,Y,"Delete a file","Mục đích: Xoá các tệp tương ứng với version","ファイルの削除"
MATCHED,model-hub,"delete-share",Y,Y,Y,"Delete Share","Delete Share","共有の削除"
MATCHED,model-hub,"delete-version",Y,Y,Y,"Delete a version","Xóa phiên bản là xoá thông tin và các tệp của phiên bản trong hệ thống","バージョンの削除"
ORPHAN,model-hub,"download-file",N,Y,N,"","Download File",""
MATCHED,model-hub,"download-files",Y,Y,Y,"Download files","Download files","ファイルのダウンロード"
MATCHED,model-hub,"edit-a-model",Y,Y,Y,"Edit a model","Edit a model","model の編集"
MATCHED,model-hub,"how-does-it-work",Y,Y,Y,"How does it work","How does it work","仕組み"
PARTIAL,model-hub,"how-to-create-model-version",Y,N,Y,"Create a model version","","model バージョンの作成"
PARTIAL,model-hub,"how-to-share-a-model",Y,N,Y,"Share a model","","model の共有"
PARTIAL,model-hub,"how-to-upload-download-files-by-sdk",Y,N,Y,"Upload and download files by SDK","","SDK によるファイルのアップロードとダウンロード"
MATCHED,model-hub,"how-to-use-model-catalog",Y,Y,Y,"Use Model Catalog","Use Model Catalog","Model Catalog の使用"
MATCHED,model-hub,"how-to-use-model-from-other-sources-like-hugging-face",Y,Y,Y,"Use models from other sources","Use models from other sources","他のソースからの model の使用"
PARTIAL,model-hub,"how-to-use-private-model",Y,N,Y,"Model Hub","","Model Hub"
MATCHED,model-hub,"initial-setup",Y,Y,Y,"Initial Setup","Thiết lập ban đầu","初期設定"
ORPHAN,model-hub,"model-catalog",N,Y,N,"","Model Catalog",""
ORPHAN,model-hub,"model-deployment",N,Y,N,"","Mục đích: Kích hoạt, bỏ kích hoạt chức năng deployment của model",""
PARTIAL,model-hub,"model-hub",Y,Y,N,"Model Hub","Model Hub",""
PARTIAL,model-hub,"notice",Y,N,Y,"Model Hub","","Model Hub"
PARTIAL,model-hub,"overview",Y,N,Y,"Overview","","概要"
PARTIAL,model-hub,"quick-start",Y,N,Y,"Model Hub","","Model Hub"
ORPHAN,model-hub,"share-detail-invited",N,Y,N,"","Các bước thực hiện:",""
ORPHAN,model-hub,"share-detail-joined",N,Y,N,"","Các bước thực hiện:",""
MATCHED,model-hub,"sign-up-for-an-account",Y,Y,Y,"Sign Up For An Account","Sign Up For An Account","アカウントの登録"
PARTIAL,model-hub,"start-using-services",Y,N,Y,"Start Using Services","","サービスの利用開始"
MATCHED,model-hub,"sua-model",Y,Y,Y,"Edit Model","Mục đích: chỉnh sửa lại các thông tin của Model đã tạo","model の編集"
MATCHED,model-hub,"tao-model",Y,Y,Y,"Create Model","Mục đích: Thêm mới model vào hệ thống","model の作成"
MATCHED,model-hub,"tao-verison",Y,Y,Y,"Create Version","Tao Verison","version の作成"
PARTIAL,model-hub,"top-up-balance",Y,N,Y,"Top Up Balance","","残高のチャージ"
MATCHED,model-hub,"update-share",Y,Y,Y,"Update Share","Mục đích: Cập nhật quyền của người dùng đã được chia sẻ","共有権限の更新"
MATCHED,model-hub,"update-version",Y,Y,Y,"Update Version","Mục đích: Cho phép người dùng chỉnh sửa lại 1 version đã tạo","version の更新"
MATCHED,model-hub,"upload-file",Y,Y,Y,"Upload File","Mục đích: Tải lên bổ sung tệp ở tất cả các định dạng","ファイルのアップロード"
MATCHED,model-hub,"upload-files",Y,Y,Y,"Upload Files","Upload Files","ファイルのアップロード"
MATCHED,model-hub,"view-list-model-2",Y,Y,Y,"View List Model 2","View List Model 2","model 一覧の表示"
MATCHED,model-hub,"view-model-details",Y,Y,Y,"View Model Details","View Model Details","model 詳細の表示"
MATCHED,model-hub,"view-update-organization",Y,Y,Y,"View Update Organization","Mục đích: view detail organization","組織の表示・更新"
PARTIAL,model-hub,"what-is-model-hub",Y,N,Y,"What Is Model Hub","","Model Hub とは"
MATCHED,model-hub,"why-model-hub",Y,Y,Y,"Why Model Hub","Why Model Hub","Model Hub を使う理由"
MATCHED,model-hub,"xoa-model",Y,Y,Y,"Delete Model","Mục đích: xóa 1 model khỏi danh sách các model đã tạo","model の削除"
MATCHED,model-serving,"about-fci",Y,Y,Y,"About FCI","Giới thiệu FCI","FCIについて"
MATCHED,model-serving,"create-a-new-model-serving-deployment",Y,Y,Y,"Create a new deployment","Tạo deployment mới","新規デプロイメントの作成"
MATCHED,model-serving,"delete-a-deployment",Y,Y,Y,"Delete a deployment","Xóa deployment","デプロイメントの削除"
MATCHED,model-serving,"deployment-configuration-information",Y,Y,Y,"Deployment configuration","Cấu hình deployment","デプロイメント設定"
MATCHED,model-serving,"deployment-list",Y,Y,Y,"Deployment list","Danh sách deployment","デプロイメント一覧"
MATCHED,model-serving,"detailed-configuration-information",Y,Y,Y,"Detailed configuration","Cấu hình chi tiết","詳細設定"
MATCHED,model-serving,"general-intro-model-serving",Y,Y,Y,"Overview","Tổng quan","概要"
MATCHED,model-serving,"initial-set-up",Y,Y,Y,"Initial setup","Thiết lập ban đầu","初期設定"
MATCHED,model-serving,"model-serving",Y,Y,Y,"Model Serving","Model Serving","Model Serving"
MATCHED,model-serving,"status-actions-deployment",Y,Y,Y,"Deployment status and actions","Trạng thái và hành động của deployment","ステータスとアクション"
MATCHED,model-serving,"terms-definitions",Y,Y,Y,"Terms and definitions","Thuật ngữ và định nghĩa","用語と定義"
MATCHED,model-serving,"traffic-setting-configuration-information",Y,Y,Y,"Traffic setting configuration","Cấu hình traffic","トラフィック設定"
MATCHED,model-testing-interactive-sessions,"completion-history",Y,Y,Y,"Completion History","Completion History","Completion History"
MATCHED,model-testing-interactive-sessions,"delete-session",Y,Y,Y,"Delete Session","Delete Session","Delete Session"
MATCHED,model-testing-interactive-sessions,"faq",Y,Y,Y,"Faq","Faq","Faq"
MATCHED,model-testing-interactive-sessions,"how-to-create-session",Y,Y,Y,"How To Create Session","How To Create Session","How To Create Session"
MATCHED,model-testing-interactive-sessions,"how-to-evaluate-model",Y,Y,Y,"Model Testing – Interactive Sessions","Model Testing – Interactive Sessions","Model Testing – Interactive Sessions"
MATCHED,model-testing-interactive-sessions,"how-to-integrate-model",Y,Y,Y,"How To Integrate Model","How To Integrate Model","How To Integrate Model"
MATCHED,model-testing-interactive-sessions,"how-to-manage-session",Y,Y,Y,"How To Manage Session","How To Manage Session","How To Manage Session"
PARTIAL,model-testing-interactive-sessions,"model-testing-interactive-sessions",Y,Y,N,"Model Testing – Interactive Sessions","Model Testing – Interactive Sessions",""
MATCHED,model-testing-interactive-sessions,"overview",Y,Y,Y,"Overview","Model Testing – Interactive Sessions","Overview"
MATCHED,model-testing-interactive-sessions,"playground",Y,Y,Y,"Playground","Playground","Playground"
MATCHED,model-testing-interactive-sessions,"quick-start",Y,Y,Y,"Quick Start","Model Testing – Interactive Sessions","Quick Start"
MATCHED,model-testing-interactive-sessions,"sign-up-for-an-account",Y,Y,Y,"Sign Up For An Account","Sign Up For An Account","Sign Up For An Account"
MATCHED,model-testing-interactive-sessions,"status-session",Y,Y,Y,"Status Session","Status Session","Status Session"
MATCHED,model-testing-interactive-sessions,"step-by-step",Y,Y,Y,"Step By Step","Step By Step","Step By Step"
MATCHED,model-testing-interactive-sessions,"stop-session",Y,Y,Y,"Stop Session","Stop Session","Stop Session"
MATCHED,model-testing-interactive-sessions,"what-is-model-testing-interactive-sessions",Y,Y,Y,"What is Model Testing – Interactive Sessions","Model Testing – Interactive Sessions là gì","Model Testing Interactive Sessionsとは"
MATCHED,model-testing-interactive-sessions,"when-to-use-model-testing-interactive-sessions",Y,Y,Y,"When To Use Model Testing Interactive Sessions","When To Use Model Testing Interactive Sessions","When To Use Model Testing Interactive Sessions"
MATCHED,model-testing-test-jobs,"cancel-job",Y,Y,Y,"Cancel Job","Hủy Job","Cancel Job"
MATCHED,model-testing-test-jobs,"delete-job",Y,Y,Y,"Delete Job","Xóa Job","Delete Job"
MATCHED,model-testing-test-jobs,"faq",Y,Y,Y,"Faq","Câu hỏi thường gặp","Faq"
MATCHED,model-testing-test-jobs,"finish",Y,Y,Y,"Finish","Hoàn tất","Finish"
MATCHED,model-testing-test-jobs,"how-to-create-job",Y,Y,Y,"How To Create Job","Cách Tạo Job","How To Create Job"
MATCHED,model-testing-test-jobs,"how-to-evaluate-model",Y,Y,Y,"Model Testing – Test Jobs","Model Testing – Test Jobs","Model Testing – Test Jobs"
MATCHED,model-testing-test-jobs,"how-to-manage-job",Y,Y,Y,"How To Manage Job","Cách Quản lý Job","How To Manage Job"
MATCHED,model-testing-test-jobs,"model-testing-test-jobs",Y,Y,Y,"Model Testing – Test Jobs","Model Testing – Test Jobs","Model Testing – Test Jobs"
MATCHED,model-testing-test-jobs,"others-tasks",Y,Y,Y,"Others Tasks","Các Tasks Khác","Others Tasks"
MATCHED,model-testing-test-jobs,"overview",Y,Y,Y,"Model Testing – Test Jobs","Model Testing – Test Jobs","Model Testing – Test Jobs"
MATCHED,model-testing-test-jobs,"quick-start",Y,Y,Y,"Model Testing – Test Jobs","Model Testing – Test Jobs","Model Testing – Test Jobs"
MATCHED,model-testing-test-jobs,"run-details",Y,Y,Y,"Run Details","Chi tiết Run","Run Details"
MATCHED,model-testing-test-jobs,"run-history",Y,Y,Y,"Run History","Lịch sử Run","Run History"
MATCHED,model-testing-test-jobs,"run-job",Y,Y,Y,"Run Job","Chạy Job","Run Job"
MATCHED,model-testing-test-jobs,"select-model",Y,Y,Y,"Select Model","Chọn Model","Select Model"
MATCHED,model-testing-test-jobs,"select-test-suite",Y,Y,Y,"Select Test Suite","Chọn Test Suite","Select Test Suite"
MATCHED,model-testing-test-jobs,"set-up-parameters",Y,Y,Y,"Set Up Parameters","Thiết lập Tham số","Set Up Parameters"
MATCHED,model-testing-test-jobs,"sign-up-for-an-account",Y,Y,Y,"Sign Up For An Account","Đăng ký Tài khoản","Sign Up For An Account"
MATCHED,model-testing-test-jobs,"standard-select-data-format",Y,Y,Y,"Standard Select Data Format","Standard - Chọn Định dạng Dữ liệu","標準データフォーマットの選択"
MATCHED,model-testing-test-jobs,"standard-select-test-data",Y,Y,Y,"Standard Select Test Data","Standard - Chọn Dữ liệu Kiểm thử","Standard Select Test Data"
MATCHED,model-testing-test-jobs,"standard-test-criteria",Y,Y,Y,"Standard Test Criteria","Standard - Tiêu chí Kiểm thử","Standard Test Criteria"
MATCHED,model-testing-test-jobs,"step-by-step",Y,Y,Y,"Step By Step","Hướng dẫn từng bước","Step By Step"
MATCHED,model-testing-test-jobs,"what-is-model-testing-test-jobs",Y,Y,Y,"What Is Model Testing Test Jobs","Model Testing - Test Jobs là gì","What Is Model Testing Test Jobs"
