level,label,url,parent
2,FPT Reporting,https://fptcloud.com/documents/reporting/,FPT Monitoring
3,Initial Setup,,FPT Reporting
4,Initial Setup,https://fptcloud.com/documents/reporting/?doc=initial-setup,Initial Setup
3,Hướng dẫn chi tiết (Tutorials),,FPT Reporting
4,Tích hợp dịch vụ,https://fptcloud.com/documents/reporting/?doc=tich-hop-dich-vu,Hướng dẫn chi tiết (Tutorials)
4,Tạo report,https://fptcloud.com/documents/reporting/?doc=tao-report,Hướng dẫn chi tiết (Tutorials)
4,Test send email,https://fptcloud.com/documents/reporting/?doc=test-send-email,Hướng dẫn chi tiết (Tutorials)
4,Xem chi tiết report,https://fptcloud.com/documents/reporting/?doc=view-detail,Hướng dẫn chi tiết (Tutorials)
4,Sửa report,https://fptcloud.com/documents/reporting/?doc=edit-report,Hướng dẫn chi tiết (Tutorials)
4,Xóa report,https://fptcloud.com/documents/reporting/?doc=delete-report,Hướng dẫn chi tiết (Tutorials)
2,FPT Cloud Monitoring,https://fptcloud.com/documents/fpt-cloud-monitoring/,FPT Monitoring
3,Initial Setup,,FPT Cloud Monitoring
4,Initial Setup,https://fptcloud.com/documents/fpt-cloud-monitoring/?doc=initial-setup,Initial Setup
3,Hướng dẫn chi tiết,,FPT Cloud Monitoring
4,1. Kích hoạch dịch vụ FPT Cloud Monitoring,https://fptcloud.com/documents/fpt-cloud-monitoring/?doc=kich-hoat-dich-vu-fcmon,Hướng dẫn chi tiết
4,2. Xem danh sách Workspaces,https://fptcloud.com/documents/fpt-cloud-monitoring/?doc=xem-danh-sach-workspaces,Hướng dẫn chi tiết
4,3. Quản lý một Workspace,https://fptcloud.com/documents/fpt-cloud-monitoring/?doc=quan-ly-workspace,Hướng dẫn chi tiết
5,3.1. Xem chi tiết một Workspace,https://fptcloud.com/documents/fpt-cloud-monitoring/?doc=xem-chi-tiet-workspace,3. Quản lý một Workspace
5,3.2. Configuration Tab,https://fptcloud.com/documents/fpt-cloud-monitoring/?doc=configuration-tab,3. Quản lý một Workspace
5,3.3. Add data Tab,https://fptcloud.com/documents/fpt-cloud-monitoring/?doc=add-data-tab,3. Quản lý một Workspace
5,3.4. User Management Tab,https://fptcloud.com/documents/fpt-cloud-monitoring/?doc=user-management-tab,3. Quản lý một Workspace
5,3.5. Quota and Package Tab,https://fptcloud.com/documents/fpt-cloud-monitoring/?doc=quota-and-package-tab,3. Quản lý một Workspace
5,3.6. User guide Tab,https://fptcloud.com/documents/fpt-cloud-monitoring/?doc=user-guide-tab,3. Quản lý một Workspace
4,4. Monitor Infrastructure & Platform,https://fptcloud.com/documents/fpt-cloud-monitoring/?doc=monitor-infrastructure-platform,Hướng dẫn chi tiết
4,5. Monitor Applications,https://fptcloud.com/documents/fpt-cloud-monitoring/?doc=monitor-applications,Hướng dẫn chi tiết
4,6. Monitor public endpoints,https://fptcloud.com/documents/fpt-cloud-monitoring/?doc=monitor-public-endpoints,Hướng dẫn chi tiết
4,7. Trực quan hóa dữ liệu,https://fptcloud.com/documents/fpt-cloud-monitoring/?doc=truc-quan-hoa-du-lieu,Hướng dẫn chi tiết
5,7.1. Truy cập vào dashboard,https://fptcloud.com/documents/fpt-cloud-monitoring/?doc=truy-cap-vao-dashboard,7. Trực quan hóa dữ liệu
5,7.2. FPT Cloud Monitoring dashboard template (build-in),https://fptcloud.com/documents/fpt-cloud-monitoring/?doc=fcmon-dashboard-template,7. Trực quan hóa dữ liệu
4,8. Quản trị Cảnh báo (Alerting),https://fptcloud.com/documents/fpt-cloud-monitoring/?doc=alerting,Hướng dẫn chi tiết
4,9. Khám phá dữ liệu (Explore data),https://fptcloud.com/documents/fpt-cloud-monitoring/?doc=explore-data,Hướng dẫn chi tiết
4,10. Quản trị User,https://fptcloud.com/documents/fpt-cloud-monitoring/?doc=quan-tri-user,Hướng dẫn chi tiết
2,FPT Cloud Guard,https://fptcloud.com/documents/cloud-guard/,FPT Monitoring
3,Overview,,FPT Cloud Guard
4,Cloud Guard,https://fptcloud.com/documents/cloud-guard/?doc=Overview,Overview
3,Initial Setup,,FPT Cloud Guard
4,Initial Setup,https://fptcloud.com/documents/cloud-guard/?doc=Initial-Setup,Initial Setup
3,Hướng dẫn chi tiết (Tutorials),,FPT Cloud Guard
4,Quản lý Alert,,Hướng dẫn chi tiết (Tutorials)
5,Khởi tạo cảnh báo cho Virtual Machine (VM),https://fptcloud.com/documents/cloud-guard/?doc=khoi-tao-canh-bao-virtual-machine,Quản lý Alert
5,Khởi tạo cảnh báo cho Object Storage,https://fptcloud.com/documents/cloud-guard/?doc=khoi-tao-canh-bao-object-storage,Quản lý Alert
5,Khởi tạo cảnh báo cho Load Balancer,https://fptcloud.com/documents/cloud-guard/?doc=khoi-tao-canh-bao-load-balancer,Quản lý Alert
5,Khởi tạo cảnh báo cho VPN site-to-site,https://fptcloud.com/documents/cloud-guard/?doc=khoi-tao-canh-bao-vpn,Quản lý Alert
5,Khởi tạo một Activity Alert mới,https://fptcloud.com/documents/cloud-guard/?doc=khoi-tao-mot-alert-moi-activity-alert,Quản lý Alert
5,Khởi tạo một Threat Alert mới,https://fptcloud.com/documents/cloud-guard/?doc=khoi-tao-mot-alert-moi-threat-alert,Quản lý Alert
5,Kiểm tra trạng thái của Alert,https://fptcloud.com/documents/cloud-guard/?doc=kiem-tra-trang-thai-cua-alert,Quản lý Alert
5,Bật/Tắt Alert,https://fptcloud.com/documents/cloud-guard/?doc=bat-tat-alert,Quản lý Alert
5,Chỉnh sửa Alert,https://fptcloud.com/documents/cloud-guard/?doc=chinh-sua-alert,Quản lý Alert
5,Xóa Alert,https://fptcloud.com/documents/cloud-guard/?doc=xoa-alert,Quản lý Alert
4,Quản lý Recipient,,Hướng dẫn chi tiết (Tutorials)
5,Recipient là gì?,https://fptcloud.com/documents/cloud-guard/?doc=Recipient-la-gi,Quản lý Recipient
5,Tạo mới Recipient,https://fptcloud.com/documents/cloud-guard/?doc=tao-moi-recipient,Quản lý Recipient
5,Tạo mới người nhận qua MSTeams,https://fptcloud.com/documents/cloud-guard/?doc=recipient-teams,Quản lý Recipient
5,Chỉnh sửa Recipient,https://fptcloud.com/documents/cloud-guard/?doc=chinh-sua-recipient,Quản lý Recipient
5,Xóa Recipient,https://fptcloud.com/documents/cloud-guard/?doc=xoa-recipient,Quản lý Recipient
3,Các câu hỏi thường gặp (FAQs),,FPT Cloud Guard
3,Một số gợi ý mẫu (Samples),,FPT Cloud Guard
1,FPT Cloud Backup & DR,,
2,FPT Backup As a Service,https://fptcloud.com/documents/fpt-backup-as-a-service/,FPT Cloud Backup & DR
3,Tổng quan (Overview),,FPT Backup As a Service
4,Chi tiết dịch vụ,https://fptcloud.com/documents/fpt-backup-as-a-service/?doc=Chi%20ti%E1%BA%BFt%20d%E1%BB%8Bch%20v%E1%BB%A5,Tổng quan (Overview)
3,Hướng dẫn chi tiết (Tutorials),,FPT Backup As a Service
4,Install Veeam Agent for Linux,https://fptcloud.com/documents/fpt-backup-as-a-service/?doc=install-veeam-agent-for-linux,Hướng dẫn chi tiết (Tutorials)
4,Install Veeam Agent for Windows,https://fptcloud.com/documents/fpt-backup-as-a-service/?doc=install-veeam-agent-for-windows,Hướng dẫn chi tiết (Tutorials)
4,Restore File and Folder for Linux,https://fptcloud.com/documents/fpt-backup-as-a-service/?doc=restore-file-and-folder-for-linux,Hướng dẫn chi tiết (Tutorials)
4,Restore File and Folder For Windows,https://fptcloud.com/documents/fpt-backup-as-a-service/?doc=restore-file-and-folder-for-windows,Hướng dẫn chi tiết (Tutorials)
4,Restore Window VM from Cloud Repository,https://fptcloud.com/documents/fpt-backup-as-a-service/?doc=restore-window-vm-from-cloud-repository,Hướng dẫn chi tiết (Tutorials)
4,Restore Linux VM from Cloud Repository,https://fptcloud.com/documents/fpt-backup-as-a-service/?doc=restore-linux-vm-from-cloud-repository,Hướng dẫn chi tiết (Tutorials)
4,Create Veeam Recovery Media,https://fptcloud.com/documents/fpt-backup-as-a-service/?doc=create-veeam-recovery-media,Hướng dẫn chi tiết (Tutorials)
4,Managing Alarms,https://fptcloud.com/documents/fpt-backup-as-a-service/?doc=managing-alarms,Hướng dẫn chi tiết (Tutorials)
2,Backup,https://fptcloud.com/documents/backup/,FPT Cloud Backup & DR
3,Initial Setup,,Backup
4,Initial Setup,https://fptcloud.com/documents/backup/?doc=Backup-Initial-Setup,Initial Setup
3,Hướng dẫn chi tiết (Tutorials),,Backup
4,Quản lý Backup job,https://fptcloud.com/documents/backup/?doc=quan-ly-backup-job,Hướng dẫn chi tiết (Tutorials)
4,Restore lại VM từ các Restore Point,https://fptcloud.com/documents/backup/?doc=restore-lai-vm-tu-cac-restore-point,Hướng dẫn chi tiết (Tutorials)
4,Tạo VM mới từ các Restore Point,https://fptcloud.com/documents/backup/?doc=clone-vm-tu-cac-restore-point,Hướng dẫn chi tiết (Tutorials)
4,Xem lịch sử Backup & Recovery,https://fptcloud.com/documents/backup/?doc=xem-lich-su-backup-and-recovery,Hướng dẫn chi tiết (Tutorials)
4,Kiểm tra thông tin backup và restore của VM.,https://fptcloud.com/documents/backup/?doc=kiem-tra-thong-tin-backup-va-restore-cua-vm,Hướng dẫn chi tiết (Tutorials)
4,Report,https://fptcloud.com/documents/backup/?doc=backup-report,Hướng dẫn chi tiết (Tutorials)
4,Backup Volume,https://fptcloud.com/documents/backup/?doc=backup-volume,Hướng dẫn chi tiết (Tutorials)
3,Các câu hỏi thường gặp (FAQs),,Backup
4,Tôi được hỗ trợ những gì khi thuê máy chủ và dùng dịch vụ Backup trên FPT Cloud?,https://fptcloud.com/documents/backup/?doc=toi-duoc-ho-tro-nhung-gi-khi-thue-may-chu-va-dung-dich-vu-backup-tren-fpt-cloud,Các câu hỏi thường gặp (FAQs)
4,Incremental backup là gì và lợi ích khi sử dụng?,https://fptcloud.com/documents/backup/?doc=incremental-backup-la-gi-va-loi-ich-khi-su-dung,Các câu hỏi thường gặp (FAQs)
4,Tại sao đôi lúc tôi thấy số lượng Restore Point trên hệ thống nhiều hơn số lượng Lastest backup to keep đã khai báo?,https://fptcloud.com/documents/backup/?doc=tai-sao-djoi-luc-toi-thay-so-luong-restore-point-tren-he-thong-nhieu-hon-so-luong-lastest-backup-to-keep-dja-khai-bao,Các câu hỏi thường gặp (FAQs)
4,"Tôi muốn tìm hiểu về Backup, FPT Cloud có chính sách dùng thử không?",https://fptcloud.com/documents/backup/?doc=toi-muon-tim-hieu-ve-backup-fpt-cloud-co-chinh-sach-dung-thu-khong,Các câu hỏi thường gặp (FAQs)
1,FPT DevSecOps Services,,
2,FPT Key Vault,https://fptcloud.com/documents/fpt-key-vault/,FPT DevSecOps Services
3,Initial Setup,,FPT Key Vault
4,Initial Setup,https://fptcloud.com/documents/fpt-key-vault/?doc=Initial%20Setup,Initial Setup
3,Hướng dẫn chi tiết (Tutorials),,FPT Key Vault
4,Khởi tạo Vault Instance,https://fptcloud.com/documents/fpt-key-vault/?doc=tutorials-khoi-tao-vault-instance,Hướng dẫn chi tiết (Tutorials)
4,Quản lý Secret Engine,,Hướng dẫn chi tiết (Tutorials)
5,Tạo Secret Engine,https://fptcloud.com/documents/fpt-key-vault/?doc=tutorials-tao-secret-engine,Quản lý Secret Engine
5,Xóa Secret Engine,https://fptcloud.com/documents/fpt-key-vault/?doc=tutorials-xoa-secret-engine,Quản lý Secret Engine
4,Quản lý Secret,,Hướng dẫn chi tiết (Tutorials)
5,Tạo Secret trên Secret Engine,https://fptcloud.com/documents/fpt-key-vault/?doc=tutorials-tao-secret-tren-secret-engine,Quản lý Secret
5,Xem và cập nhật giá trị Secret,https://fptcloud.com/documents/fpt-key-vault/?doc=tutorials-xem-va-cap-nhat-gia-tri-secret,Quản lý Secret
5,Xóa Secret,https://fptcloud.com/documents/fpt-key-vault/?doc=tutorials-xoa-secret,Quản lý Secret
4,Quản lý Policy,,Hướng dẫn chi tiết (Tutorials)
5,Tạo Policy,https://fptcloud.com/documents/fpt-key-vault/?doc=tutorials-tao-policy,Quản lý Policy
5,Xóa Policy,https://fptcloud.com/documents/fpt-key-vault/?doc=tutorials-xoa-policy,Quản lý Policy
4,Quản lý Auth Method,,Hướng dẫn chi tiết (Tutorials)
5,Tạo Auth Method,https://fptcloud.com/documents/fpt-key-vault/?doc=tutorials-tao-auth-method,Quản lý Auth Method
5,Tạo Role,https://fptcloud.com/documents/fpt-key-vault/?doc=tutorials-tao-role,Quản lý Auth Method
3,Các câu hỏi thường gặp (FAQs),,FPT Key Vault
3,Một số gợi ý mẫu (Samples),,FPT Key Vault
2,FPT Jenkins CI,https://fptcloud.com/documents/fpt-jenkins-ci/,FPT DevSecOps Services
3,Initial Setup,,FPT Jenkins CI
4,Initial Setup,https://fptcloud.com/documents/fpt-jenkins-ci/?doc=Initial-setup,Initial Setup
3,Hướng dẫn chi tiết (Tutorials),,FPT Jenkins CI
4,Kiểm tra thông tin gói dịch vụ,https://fptcloud.com/documents/fpt-jenkins-ci/?doc=kiem-tra-thong-tin-goi-dich-vu,Hướng dẫn chi tiết (Tutorials)
4,Tạo mới một FPT Jenkins CI,https://fptcloud.com/documents/fpt-jenkins-ci/?doc=tao-moi-fpt-jenkinsCI,Hướng dẫn chi tiết (Tutorials)
4,Xem thông tin chi tiết Jenkins CI instance,https://fptcloud.com/documents/fpt-jenkins-ci/?doc=xem-thong-tin-chi-tiet-jenkins-CI-instance,Hướng dẫn chi tiết (Tutorials)
4,Quản lý FPT Cloud Agent,https://fptcloud.com/documents/fpt-jenkins-ci/?doc=quan-ly-fpt-cloud-agent,Hướng dẫn chi tiết (Tutorials)
5,Thêm mới một Agent,https://fptcloud.com/documents/fpt-jenkins-ci/?doc=them-moi-mot-agent,Quản lý FPT Cloud Agent
5,Cập nhật thông tin cấu hình Agent,https://fptcloud.com/documents/fpt-jenkins-ci/?doc=cap-nhat-thong-tin-cau-hinh-agent,Quản lý FPT Cloud Agent
5,Xóa Agent khi không muốn sử dụng,https://fptcloud.com/documents/fpt-jenkins-ci/?doc=xoa-agent-khi-khong-muon-su-dung,Quản lý FPT Cloud Agent
4,Quản lý Credential,https://fptcloud.com/documents/fpt-jenkins-ci/?doc=quan-ly-credential,Hướng dẫn chi tiết (Tutorials)
5,Thêm mới một Credential,https://fptcloud.com/documents/fpt-jenkins-ci/?doc=them-moi-mot-credential,Quản lý Credential
5,Cập nhật một credential,https://fptcloud.com/documents/fpt-jenkins-ci/?doc=cap-nhat-mot-credential,Quản lý Credential
5,Xóa một credential,https://fptcloud.com/documents/fpt-jenkins-ci/?doc=xoa-mot-credential,Quản lý Credential
4,Quản lý cấu hình,https://fptcloud.com/documents/fpt-jenkins-ci/?doc=quan-ly-cau-hinh,Hướng dẫn chi tiết (Tutorials)
5,Cấu hình Email Notifications,https://fptcloud.com/documents/fpt-jenkins-ci/?doc=cau-hinh-email-notifications,Quản lý cấu hình
5,Cấu hình SonarQube servers,https://fptcloud.com/documents/fpt-jenkins-ci/?doc=cau-hinh-sonarqube-servers,Quản lý cấu hình
5,Cấu hình Telegram Bots,https://fptcloud.com/documents/fpt-jenkins-ci/?doc=cau-hinh-telegram-bots,Quản lý cấu hình
4,Upgrade version,https://fptcloud.com/documents/fpt-jenkins-ci/?doc=upgrade-version,Hướng dẫn chi tiết (Tutorials)
4,Nâng cấp gói dịch vụ,https://fptcloud.com/documents/fpt-jenkins-ci/?doc=nang-cap-goi-dich-vu,Hướng dẫn chi tiết (Tutorials)
4,Xóa Jenkins instance khi không muốn sử dụng,https://fptcloud.com/documents/fpt-jenkins-ci/?doc=xoa-jenkins-instance-khi-khong-muon-su-dung,Hướng dẫn chi tiết (Tutorials)
4,Demo,https://fptcloud.com/documents/fpt-jenkins-ci/?doc=demo,Hướng dẫn chi tiết (Tutorials)
5,Hướng dẫn đăng nhập vào FPT Cloud Jenkins CI,https://fptcloud.com/documents/fpt-jenkins-ci/?doc=huong-dan-dang-nhap-vao-fpt-cloud-jenkins-ci,Demo
5,Hướng dẫn tạo jobs trên Jenkins chạy trên FPT Cloud Agent,https://fptcloud.com/documents/fpt-jenkins-ci/?doc=huong-dan-tao-jobs-tren-jenkins-chay-tren-fpt-cloud-agent,Demo
5,Hướng dẫn cấu hình Nodes Build trên Jenkins,https://fptcloud.com/documents/fpt-jenkins-ci/?doc=huong-dan-cau-hinh-nodes-build-tren-jenkins,Demo
5,Hướng dẫn tạo Jenkins pipline CI/CD tích hợp các tính năng trên Portal,https://fptcloud.com/documents/fpt-jenkins-ci/?doc=huong-dan-tao-jenkins-pipeline-ci-cd-tich-hop-cac-tinh-nang-tren-portal,Demo
2,FPT ArgoCD,https://fptcloud.com/documents/fpt-argocd-3/,FPT DevSecOps Services
3,Initial Setup,,FPT ArgoCD
4,Initial Setup,https://fptcloud.com/documents/fpt-argocd-3/?doc=Initial-setup,Initial Setup
3,Hướng dẫn chi tiết (Tutorials),,FPT ArgoCD
4,Kiểm tra thông tin gói dịch vụ,https://fptcloud.com/documents/fpt-argocd-3/?doc=kiem-tra-thong-tin-goi-dich-vu,Hướng dẫn chi tiết (Tutorials)
4,Tạo mới một  FPT ArgoCD,https://fptcloud.com/documents/fpt-argocd-3/?doc=tao-moi-fpt-argocd,Hướng dẫn chi tiết (Tutorials)
4,Xem thông tin chi tiết và đăng nhập ArgoCD instance,https://fptcloud.com/documents/fpt-argocd-3/?doc=xem-thong-tin-chi-tiet-argocd,Hướng dẫn chi tiết (Tutorials)
4,Add cluster tới ArgoCD instance đã được khởi tạo,https://fptcloud.com/documents/fpt-argocd-3/?doc=add-cluster-toi-argocd,Hướng dẫn chi tiết (Tutorials)
4,Cấu hình Image Updater,https://fptcloud.com/documents/fpt-argocd-3/?doc=cau-hinh-image-updater,Hướng dẫn chi tiết (Tutorials)
5,Enable/disable ArgoCD images updater,https://fptcloud.com/documents/fpt-argocd-3/?doc=enable-disable-argocd-images-updater,Cấu hình Image Updater
5,Cấu hình Log Level,https://fptcloud.com/documents/fpt-argocd-3/?doc=cau-hinh-log-level,Cấu hình Image Updater
5,Quản lý secret,https://fptcloud.com/documents/fpt-argocd-3/?doc=quan-ly-secret,Cấu hình Image Updater
5,Quản lý registry secret,https://fptcloud.com/documents/fpt-argocd-3/?doc=quan-ly-registry-secret,Cấu hình Image Updater
5,Quản lý Container Registry,https://fptcloud.com/documents/fpt-argocd-3/?doc=quan-ly-container-registry,Cấu hình Image Updater
4,Cấu hình webhook,https://fptcloud.com/documents/fpt-argocd-3/?doc=cau-hinh-webhook,Hướng dẫn chi tiết (Tutorials)
5,Add mới một Webhook Secret,https://fptcloud.com/documents/fpt-argocd-3/?doc=add-moi-webhook-secret,Cấu hình webhook
5,Edit webhook Secret,https://fptcloud.com/documents/fpt-argocd-3/?doc=edit-webhook-secret,Cấu hình webhook
5,Delete webhook Secret,https://fptcloud.com/documents/fpt-argocd-3/?doc=delete-webhook-secret,Cấu hình webhook
4,Cấu hình Build Options cho Kustomize,https://fptcloud.com/documents/fpt-argocd-3/?doc=cau-hinh-build-option-cho-kustomize,Hướng dẫn chi tiết (Tutorials)
4,Cấu hình TimeReconcile,https://fptcloud.com/documents/fpt-argocd-3/?doc=cau-hinh-timereconcile,Hướng dẫn chi tiết (Tutorials)
4,Cấu hình RBAC policy,https://fptcloud.com/documents/fpt-argocd-3/?doc=cau-hinh-rbac,Hướng dẫn chi tiết (Tutorials)
4,Cấu hình Whitelist IP,https://fptcloud.com/documents/fpt-argocd-3/?doc=cau-hinh-whitelist-ip,Hướng dẫn chi tiết (Tutorials)
4,Nâng gói dịch vụ đang sử dụng,https://fptcloud.com/documents/fpt-argocd-3/?doc=nang-goi-dich-vu-dang-su-dung,Hướng dẫn chi tiết (Tutorials)
4,Upgrade version,https://fptcloud.com/documents/fpt-argocd-3/?doc=upgrade-version,Hướng dẫn chi tiết (Tutorials)
4,Quản lý account trên argocd,https://fptcloud.com/documents/fpt-argocd-3/?doc=quan-ly-account-tren-argocd,Hướng dẫn chi tiết (Tutorials)
5,Tạo mới account trên portal,https://fptcloud.com/documents/fpt-argocd-3/?doc=tao-moi-account-tren-portal,Quản lý account trên argocd
5,Edit capabilities,https://fptcloud.com/documents/fpt-argocd-3/?doc=edit-capabilities,Quản lý account trên argocd
5,Change password,https://fptcloud.com/documents/fpt-argocd-3/?doc=change-password,Quản lý account trên argocd
5,Enable & Disable account,https://fptcloud.com/documents/fpt-argocd-3/?doc=enable-disable-account,Quản lý account trên argocd
5,Manage Admin account,https://fptcloud.com/documents/fpt-argocd-3/?doc=mange-admin-account,Quản lý account trên argocd
5,Update admin password,https://fptcloud.com/documents/fpt-argocd-3/?doc=update-admin-password,Quản lý account trên argocd
4,"Manage Admin account, Enable/disable Anonymous User",https://fptcloud.com/documents/fpt-argocd-3/?doc=manage-admin-account-enable-disable-anonymous-user,Hướng dẫn chi tiết (Tutorials)
5,Enable/disable anonymous user,https://fptcloud.com/documents/fpt-argocd-3/?doc=enable-disable-anonymous-user,"Manage Admin account, Enable/disable Anonymous User"
5,Enable/disable admin user,https://fptcloud.com/documents/fpt-argocd-3/?doc=enable-disable-admin-user,"Manage Admin account, Enable/disable Anonymous User"
4,Cấu hình OIDC phục vụ SSO config,https://fptcloud.com/documents/fpt-argocd-3/?doc=cau-hinh-oidc-phuc-vu-sso-config,Hướng dẫn chi tiết (Tutorials)
5,Enable/disable chức năng cấu hình OIDC,https://fptcloud.com/documents/fpt-argocd-3/?doc=enable-disable-chuc-nang-cau-hinh-oidc,Cấu hình OIDC phục vụ SSO config
5,Cấu hình OIDC config,https://fptcloud.com/documents/fpt-argocd-3/?doc=cau-hinh-oidc-config,Cấu hình OIDC phục vụ SSO config
5,Update cấu hình OIDC,https://fptcloud.com/documents/fpt-argocd-3/?doc=update-cau-hinh-oidc,Cấu hình OIDC phục vụ SSO config
5,Delete OIDC đã cấu hình,https://fptcloud.com/documents/fpt-argocd-3/?doc=delete-oidc-da-cau-hinh,Cấu hình OIDC phục vụ SSO config
4,Cho phép enable Applications Set,https://fptcloud.com/documents/fpt-argocd-3/?doc=cho-phep-enable-applications-set,Hướng dẫn chi tiết (Tutorials)
4,Cấu hình Notifications,https://fptcloud.com/documents/fpt-argocd-3/?doc=cau-hinh-notifications,Hướng dẫn chi tiết (Tutorials)
5,Enable/disable Notificaions,https://fptcloud.com/documents/fpt-argocd-3/?doc=enable-disable-notificaions,Cấu hình Notifications
5,Cấu hình channel để thực hiện gửi thông báo,https://fptcloud.com/documents/fpt-argocd-3/?doc=cau-hinh-channel-de-thuc-hien-gui-thong-bao,Cấu hình Notifications
4,Demo,https://fptcloud.com/documents/fpt-argocd-3/?doc=demo,Hướng dẫn chi tiết (Tutorials)
5,Hướng dẫn đăng nhập vào ArgoCD,https://fptcloud.com/documents/fpt-argocd-3/?doc=huong-dan-dang-nhap-vao-argocd,Demo
5,Hướng dẫn cấu hình ArgoCD cluster để deploy ứng dụng với manifes,https://fptcloud.com/documents/fpt-argocd-3/?doc=huong-dan-cau-hinh-argocd-cluster-de-deploy-ung-dung-voi-manifes,Demo
5,Thực hiện cấu hình Webhook với webhook secret đã được tạo,https://fptcloud.com/documents/fpt-argocd-3/?doc=thuc-hien-cau-hinh-webhook-voi-webhook-secret-da-duoc-tao,Demo
5,Hướng dẫn deploy một applications với kustomize sử dụng build options,https://fptcloud.com/documents/fpt-argocd-3/?doc=huong-dan-deploy-mot-appliations-voi-kustomize-su-dung-build-options,Demo
5,Hướng dẫn deploy applications qua helm chart repo,https://fptcloud.com/documents/fpt-argocd-3/?doc=huong-dan-deploy-applications-qua-helm-chart-repo,Demo
5,Hướng dẫn deploy applications qua argocd cli,https://fptcloud.com/documents/fpt-argocd-3/?doc=huong-dan-deploy-applications-qua-argocd-cli,Demo
5,Hướng dẫn sử dụng applicationset để deploy,https://fptcloud.com/documents/fpt-argocd-3/?doc=huong-dan-su-dung-applicationset-de-deploy,Demo
5,Hướng dẫn cấu hình notifications để nhận thông báo khi ứng dụng thay đổi,https://fptcloud.com/documents/fpt-argocd-3/?doc=huong-dan-cau-hinh-notifications-de-nhan-thong-bao,Demo
5,Hướng dẫn tích hợp OIDC để quản lý account trên ArgoCD,https://fptcloud.com/documents/fpt-argocd-3/?doc=huong-dan-tich-hop-oidc-de-quan-ly-account,Demo
5,Hướng dẫn tích hợp Argo CD Images Updater,https://fptcloud.com/documents/fpt-argocd-3/?doc=huong-dan-tich-hop-argocd-images-updater,Demo
1,FPT Integration,,
2,FPT API Management,https://fptcloud.com/documents/fpt-api-management/,FPT Integration
3,Initial Setup,,FPT API Management
4,Initial Setup,https://fptcloud.com/documents/fpt-api-management/?doc=initial-setup,Initial Setup
3,Hướng dẫn nhanh (Quick Starts),,FPT API Management
4,Hướng dẫn nhanh (Quick Starts),https://fptcloud.com/documents/fpt-api-management/?doc=huong-dan-nhanh-quick-starts,Hướng dẫn nhanh (Quick Starts)
3,Hướng dẫn chi tiết (Tutorials),,FPT API Management
4,Đăng ký dịch vụ API MANAGEMENT trên FPT Portal,https://fptcloud.com/documents/fpt-api-management/?doc=dang-ky-dich-vu-api-management-tren-fpt-portal,Hướng dẫn chi tiết (Tutorials)
4,Khai báo thông tin trên ApiManager Application,https://fptcloud.com/documents/fpt-api-management/?doc=khai-bao-thong-tin-tren-apimanager-application,Hướng dẫn chi tiết (Tutorials)
5,Quản lý REST APIs,https://fptcloud.com/documents/fpt-api-management/?doc=quan-ly-rest-apis,Khai báo thông tin trên ApiManager Application
5,Quản lý Products,https://fptcloud.com/documents/fpt-api-management/?doc=quan-ly-products,Khai báo thông tin trên ApiManager Application
5,Quản lý API site,https://fptcloud.com/documents/fpt-api-management/?doc=quan-ly-api-site,Khai báo thông tin trên ApiManager Application
5,Quản lý Consumers,https://fptcloud.com/documents/fpt-api-management/?doc=quan-ly-consumers,Khai báo thông tin trên ApiManager Application
4,Analytics,https://fptcloud.com/documents/fpt-api-management/?doc=analytics,Hướng dẫn chi tiết (Tutorials)
4,Hướng dẫn sử dụng cho API Consumer,https://fptcloud.com/documents/fpt-api-management/?doc=huong-dan-su-dung-cho-api-consumer,Hướng dẫn chi tiết (Tutorials)
1,FPT Database Engine,,
2,Managed - FPT Database Engines,https://fptcloud.com/documents/managed-fpt-database-engines-new/,FPT Database Engine
3,Glossary,,Managed - FPT Database Engines
4,Glossary,https://fptcloud.com/documents/managed-fpt-database-engines-new/?doc=fde-glossary,Glossary
3,Concepts,,Managed - FPT Database Engines
4,Version database engine,https://fptcloud.com/documents/managed-fpt-database-engines-new/?doc=database-engine-version,Concepts
5,Chính sách version,https://fptcloud.com/documents/managed-fpt-database-engines-new/?doc=Version-policy,Version database engine
5,Danh mục version hỗ trợ,https://fptcloud.com/documents/managed-fpt-database-engines-new/?doc=Version-List,Version database engine
4,Mô hình triển khai,https://fptcloud.com/documents/managed-fpt-database-engines-new/?doc=deployment-model,Concepts
4,Kết nối mạng và khả năng truy cập,https://fptcloud.com/documents/managed-fpt-database-engines-new/?doc=network-connectivity,Concepts
4,Bảo trì dịch vụ,https://fptcloud.com/documents/managed-fpt-database-engines-new/?doc=maintenance,Concepts
3,Thiết lập ban đầu (Initial Setup),,Managed - FPT Database Engines
4,Yêu cầu thiết lập ban đầu,https://fptcloud.com/documents/managed-fpt-database-engines-new/?doc=Initial-setup,Thiết lập ban đầu (Initial Setup)
4,Truy cập FPT Console Portal,https://fptcloud.com/documents/managed-fpt-database-engines-new/?doc=login-console,Thiết lập ban đầu (Initial Setup)
4,Đăng ký tài khoản FPT Console Portal,https://fptcloud.com/documents/managed-fpt-database-engines-new/?doc=register-account,Thiết lập ban đầu (Initial Setup)
4,Quyền truy cập dịch vụ FPT Database Engine,https://fptcloud.com/documents/managed-fpt-database-engines-new/?doc=iam,Thiết lập ban đầu (Initial Setup)
